date,open,close,high,low,volume,code
2015-04-07,13.612,14.228,14.228,13.537,257762.0,002237
2015-04-08,14.307,13.915,14.446,12.912,274002.0,002237
2015-04-09,15.241,15.047,15.241,13.915,451153.0,002237
2015-04-10,14.898,16.552,16.552,14.575,348491.0,002237
2015-04-13,17.182,16.656,17.937,16.586,428143.0,002237
2015-04-14,16.005,15.176,16.388,15.126,400313.0,002237
2015-04-15,15.196,14.531,15.196,14.501,271662.0,002237
2015-04-16,14.12,13.98,14.75,13.08,517582.0,002237
2015-04-17,14.13,14.02,14.54,13.91,535333.0,002237
2015-04-20,13.94,13.8,14.49,13.4,540935.0,002237
2015-04-21,13.56,14.19,14.24,13.48,470425.0,002237
2015-04-22,14.2,15.13,15.37,14.09,725855.0,002237
2015-04-23,14.73,15.13,15.5,14.63,606800.0,002237
2015-04-24,14.86,14.78,15.25,14.6,394118.0,002237
2015-04-27,14.78,14.56,14.95,14.3,474021.0,002237
2015-04-28,14.78,14.15,14.88,13.99,410346.0,002237
2015-04-29,14.35,15.57,15.57,14.21,841481.0,002237
2015-04-30,15.98,14.92,15.99,14.8,710228.0,002237
2015-05-04,14.5,14.42,14.75,14.16,357067.0,002237
2015-05-05,14.6,13.89,14.69,13.71,326731.0,002237
2015-05-06,13.99,13.57,14.23,13.43,249471.0,002237
2015-05-07,13.57,13.08,13.71,12.96,229958.0,002237
2015-05-08,13.3,13.51,13.62,13.1,247598.0,002237
2015-05-11,13.8,14.05,14.05,13.6,252356.0,002237
2015-05-12,14.05,13.97,14.07,13.77,299465.0,002237
2015-05-13,14.01,14.48,14.75,13.91,455078.0,002237
2015-05-14,14.97,14.69,15.18,14.38,458137.0,002237
2015-05-15,14.76,14.12,14.83,14.0,310336.0,002237
2015-05-18,14.02,14.66,15.12,13.82,376838.0,002237
2015-05-19,14.43,14.7,14.94,14.29,418585.0,002237
2015-05-20,14.55,14.98,15.21,14.37,667960.0,002237
2015-05-21,14.98,15.72,15.86,14.72,778940.0,002237
2015-05-22,15.85,15.69,15.98,15.21,698067.0,002237
2015-05-25,15.51,15.91,15.95,15.41,712490.0,002237
2015-05-26,16.06,16.81,16.96,15.7,845468.0,002237
2015-05-27,16.57,16.6,16.81,16.15,682140.0,002237
2015-05-28,16.6,14.94,16.91,14.94,711705.0,002237
2015-05-29,14.67,14.39,15.06,13.6,492290.0,002237
2015-06-01,14.43,15.12,15.15,14.25,386288.0,002237
2015-06-02,15.02,15.87,15.87,14.9,483276.0,002237
2015-06-03,15.88,16.2,16.43,15.59,608157.0,002237
2015-06-04,16.0,15.91,16.02,14.84,489475.0,002237
2015-06-05,15.95,16.87,16.95,15.95,990277.0,002237
2015-06-08,17.0,17.05,17.49,16.67,844802.0,002237
2015-06-09,17.05,16.72,17.06,16.5,479882.0,002237
2015-06-10,16.68,16.6,16.82,16.02,426361.0,002237
2015-06-11,16.66,17.14,17.2,16.42,492409.0,002237
2015-06-12,17.15,16.92,17.28,16.73,481149.0,002237
2015-06-15,16.9,17.05,17.46,16.31,715521.0,002237
2015-06-16,16.58,15.95,16.84,15.7,468195.0,002237
2015-06-17,15.97,16.14,16.15,15.0,361568.0,002237
2015-06-18,16.09,15.51,16.49,15.5,348974.0,002237
2015-06-19,15.42,14.12,15.95,14.0,390128.0,002237
2015-06-23,13.91,14.08,14.26,12.95,312366.0,002237
2015-06-24,14.2,14.34,14.44,13.98,304863.0,002237
2015-06-25,14.35,13.36,14.35,13.21,330339.0,002237
2015-06-26,12.97,12.02,13.07,12.02,384406.0,002237
2015-06-29,12.4,10.98,12.48,10.82,358004.0,002237
2015-06-30,10.9,11.97,11.97,10.13,365773.0,002237
2015-07-01,11.9,11.2,12.19,11.05,289743.0,002237
2015-07-02,11.34,10.37,11.44,10.2,261392.0,002237
2015-07-03,10.0,9.55,10.8,9.37,316742.0,002237
2015-07-06,10.51,10.0,10.51,8.81,390573.0,002237
2015-07-07,9.7,9.0,9.9,9.0,276846.0,002237
2015-07-08,8.1,9.16,9.5,8.1,686247.0,002237
2015-07-09,9.16,10.08,10.08,9.16,344316.0,002237
2015-07-10,10.3,11.09,11.09,10.3,337136.0,002237
2015-07-13,11.5,12.2,12.2,11.1,554520.0,002237
2015-07-14,11.85,11.52,12.48,11.45,466029.0,002237
2015-07-15,11.24,10.37,11.32,10.37,275381.0,002237
2015-07-16,10.37,10.59,10.95,9.88,225655.0,002237
2015-07-17,10.6,11.29,11.42,10.6,204440.0,002237
2015-07-20,11.29,11.16,11.5,10.9,274135.0,002237
2015-07-21,10.94,11.35,11.59,10.65,277104.0,002237
2015-07-22,11.12,11.12,11.38,10.92,201077.0,002237
2015-07-23,11.1,11.39,11.39,10.95,300468.0,002237
2015-07-24,11.32,11.13,11.74,11.0,371512.0,002237
2015-07-27,10.78,10.02,11.0,10.02,264735.0,002237
2015-07-28,9.81,10.16,10.28,9.24,283445.0,002237
2015-07-29,10.2,10.54,10.55,9.77,173776.0,002237
2015-07-30,10.4,9.85,10.54,9.83,181009.0,002237
2015-07-31,9.65,9.99,10.05,9.65,120463.0,002237
2015-08-03,10.0,10.53,10.55,9.84,201333.0,002237
2015-08-04,10.42,10.87,10.92,10.2,251209.0,002237
2015-08-05,10.69,10.41,10.81,10.36,167536.0,002237
2015-08-06,10.15,10.29,10.45,10.05,85109.0,002237
2015-08-07,10.39,10.5,10.59,10.31,137458.0,002237
2015-08-10,10.56,10.94,11.09,10.43,260575.0,002237
2015-08-11,11.0,12.03,12.03,10.9,623537.0,002237
2015-08-12,12.03,12.39,12.93,11.63,798571.0,002237
2015-08-13,12.38,12.32,12.71,12.0,476502.0,002237
2015-08-14,12.15,12.1,12.22,11.92,352299.0,002237
2015-08-17,12.05,12.26,12.32,11.9,267470.0,002237
2015-08-18,12.2,11.03,12.25,11.03,313588.0,002237
2015-08-19,10.8,11.17,11.24,10.05,265352.0,002237
2015-08-20,11.3,11.16,11.87,11.12,318163.0,002237
2015-08-21,11.6,11.09,11.8,11.08,330246.0,002237
2015-08-24,10.21,9.98,11.6,9.98,433363.0,002237
2015-08-25,9.02,8.98,10.06,8.98,317322.0,002237
2015-08-26,9.13,8.36,9.28,8.21,271888.0,002237
2015-08-27,8.31,8.62,9.0,8.01,187522.0,002237
2015-08-28,8.7,9.13,9.21,8.5,225957.0,002237
2015-08-31,9.0,8.71,9.04,8.59,161902.0,002237
2015-09-01,8.71,8.76,9.0,8.41,175682.0,002237
2015-09-02,8.18,8.84,8.9,8.1,198626.0,002237
2015-09-07,8.7,8.83,9.15,8.66,135583.0,002237
2015-09-08,8.71,9.09,9.09,8.51,109661.0,002237
2015-09-09,9.14,9.4,9.46,9.1,189539.0,002237
2015-09-10,9.14,8.96,9.27,8.9,124483.0,002237
2015-09-11,8.96,8.97,9.1,8.8,78328.0,002237
2015-09-14,8.98,8.24,9.14,8.07,165682.0,002237
2015-09-15,8.2,7.53,8.22,7.48,144985.0,002237
2015-09-16,7.56,8.18,8.25,7.56,106362.0,002237
2015-09-17,8.27,8.09,8.57,8.03,138472.0,002237
2015-09-18,8.28,8.18,8.42,8.01,79357.0,002237
2015-09-21,8.18,8.43,8.45,8.17,102770.0,002237
2015-09-22,8.44,8.5,8.57,8.32,110542.0,002237
2015-09-23,8.33,8.18,8.38,8.14,84344.0,002237
2015-09-24,8.28,8.62,8.65,8.26,138413.0,002237
2015-09-25,8.88,8.6,9.09,8.29,213806.0,002237
2015-09-28,8.39,8.5,8.54,8.21,96938.0,002237
2015-09-29,8.25,8.18,8.37,8.06,80719.0,002237
2015-09-30,8.28,8.23,8.29,8.13,50160.0,002237
2015-10-08,8.75,8.65,8.77,8.42,114499.0,002237
2015-10-09,8.59,8.89,9.08,8.52,187414.0,002237
2015-10-12,8.81,9.69,9.78,8.8,365500.0,002237
2015-10-13,9.4,9.49,9.54,9.28,231724.0,002237
2015-10-14,9.64,9.54,9.98,9.48,245034.0,002237
2015-10-15,9.86,9.99,10.0,9.71,280060.0,002237
2015-10-16,10.04,10.05,10.08,9.73,296246.0,002237
2015-10-19,9.96,9.78,10.07,9.68,191669.0,002237
2015-10-20,9.7,9.84,9.85,9.55,153438.0,002237
2015-10-21,9.88,9.63,10.16,9.2,299224.0,002237
2015-10-22,9.46,9.75,9.79,9.31,182867.0,002237
2015-10-23,9.73,10.09,10.1,9.54,222681.0,002237
2015-10-26,10.1,10.0,10.19,9.9,217725.0,002237
2015-10-27,9.91,9.87,9.99,9.45,152538.0,002237
2015-10-28,9.87,10.0,10.43,9.76,301307.0,002237
2015-10-29,9.88,9.81,9.98,9.68,172770.0,002237
2015-10-30,9.62,9.61,9.74,9.54,127858.0,002237
2015-11-02,9.5,9.37,9.6,9.36,88001.0,002237
2015-11-03,9.38,9.39,9.54,9.3,95569.0,002237
2015-11-04,9.33,9.73,9.76,9.33,159696.0,002237
2015-11-05,9.66,9.8,10.02,9.62,258176.0,002237
2015-11-06,9.76,10.23,10.23,9.75,269563.0,002237
2015-11-09,10.02,10.1,10.2,9.85,239039.0,002237
2015-11-10,10.06,10.49,10.69,9.93,377521.0,002237
2015-11-11,10.37,10.3,10.38,10.16,222978.0,002237
2015-11-12,10.2,10.2,10.51,10.19,224047.0,002237
2015-11-13,10.16,10.02,10.35,9.98,182704.0,002237
2015-11-16,10.31,10.72,10.72,10.1,350859.0,002237
2015-11-17,10.5,10.36,10.63,10.29,339746.0,002237
2015-11-18,10.26,10.2,10.32,10.1,141696.0,002237
2015-11-19,10.3,10.38,10.43,10.22,117578.0,002237
